epoch,train_loss,val_loss,val_accuracy,epoch_seconds,eta_seconds,learning_rate,is_best
1,0.01225345153456058,0.005439625561404125,0.9992225965275978,548.8,3841.57,2e-05,True
2,0.0032134025185035775,0.004063935161938093,0.9992225965275978,631.43,3540.68,2e-05,False
3,0.0029451095082682235,0.0049922787068004916,0.9987043275459964,370.89,2585.2,2e-05,False
