epoch,train_loss,val_loss,val_accuracy,epoch_seconds,eta_seconds,learning_rate,is_best
1,0.010109255920459255,0.001938182826922022,0.9997408655091993,1648.11,3296.22,2e-05,True
2,0.0019289246795751835,0.0030617807467285987,0.9994817310183985,1582.26,1615.18,2e-05,False
3,0.002081214006266759,0.003081928641299679,0.9994817310183985,2084.94,0.0,2e-05,False
